timeSinceStartMs,timeSinceLastInvocationMs,cpuUsage
1002.0000000000005,1000.0000000000005,0.9999999999999996
2002.0000000000005,1000,1
3002,999.9999999999995,1.0000000000000004
4003,1001,0.9990009990009991
5248,1245,0.8032128514056224
6812,1564,0.639386189258312
11832,5020,0.19920318725099603
15360,3528,0.2834467120181406
25402,10042,0.09958175662218682
44154,18752,0.05332764505119454
58045,13891,0.07198905766323518
98223,40178,0.024889242869231918
154123,55900,0.017889087656529516
234480,80357,0.012444466567940566
261234,26754,0.03737758839799656
